geoid,dist_id,district,total_enroll,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,totalEnrollment,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,ada_addon_fy24,teacher_addon_fy24,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp
2804290,7200,TUNICA COUNTY,1671,13232257.58,7918.765758,10205439.04,3026818.541,5357212.644,3026818.541,3.680067673,8664842,5185.4231,6107.384225,11210439.04,6708.820491,55,136,138,130,148,90,158,121,105,122,124,112,99,100,1671,0.5925,526,25,28,0,14,5,5,23,34,5,28,5,31,0,5,177,191329023,14461914.11,TUNICA COUN,454.0677369,0.418,6049221.15,1462.53893,79,94,10,370948.67,1090184.37,990.0675,698.478,191329.023,114.4997145,5853226.396,3502.828484,8183620.499,4897.438958,23206220,13887,14461914,8654,Rural,107100,39370,1099381,487314.1296,281292,1811.381532
2804320,4120,TUPELO,7132,53377455.52,7484.219786,41158031.39,12219424.13,17528234,12219424.13,98.67409918,35179805,4932.670359,5770.896157,45257126.39,6345.643072,277,573,590,532,493,447,517,545,499,566,546,534,462,435,7132,0.2939,1361,390,106,0,100,41,5,33,328,39,213,5,220,5,5,1101,626008357,40188126.97,TUPELO,72.27833909,0.214,17584101.65,6037.34831,648,403,49,1578927.68,3913684.71,2096.0948,1526.248,626008.357,87.77458735,27728892.39,3887.954626,33037702.26,4632.319443,75853545,10635,40188126,5634,Town,149500,51258,4478089,2090451.317,599098,1713.323629
2804380,5131,UNION CITY,927,7764838.59,8376.309159,7064192.63,700645.96,700645.96,2103381.71,13.04866411,5986271,6457.681769,7620.488274,7790302.63,8403.778457,20,72,84,53,58,68,68,73,66,67,74,69,77,65,927,0.2376,311,0,17,0,5,0,0,5,57,5,48,5,93,5,0,237,25023070,1613482.72,UNION CITY,71.04175507,0.274,3247612.47,811.234637,155,75,10,212004.06,534444.57,220.2552,253.998,25023.07,26.99360302,7089656.67,7647.957573,5686920.92,6134.758274,7931226,8555,1613482,1740,Rural,80900,39848,821488,272451.9355,135974,755.8208846
2804350,7300,UNION COUNTY,2980,22305357.81,7485.019399,19430187.33,2875170.48,2875170.48,5782837.679,8.79682018,17216159,5777.234564,6520.197091,21417917.33,7187.220581,79,281,272,221,227,207,215,195,205,252,213,235,188,147,2980,0.1726,806,27,30,0,51,17,5,14,93,11,76,0,195,5,5,499,102684660,7657298.54,UNION COUNT,338.7587718,0.189,6419076.1,2696.8,339,142,21,675280.84,1460062.49,514.348,563.22,102684.66,34.4579396,18542746.85,6222.398272,15635079.65,5246.671024,24952142,8373,7657298,2569,Rural,98100,46559,1924952,865588.7702,97769,964.8223087
2804470,7500,VICKSBURG WARREN,6862,54209752.94,7899.993142,41798577.49,12411175.45,17506014.26,12411175.45,11.66108155,34724195,5060.360682,6091.311205,45967316.49,6698.821989,287,507,580,531,445,440,436,524,491,508,574,535,479,416,6862,0.4498,2621,76,92,0,117,20,5,36,92,13,105,5,419,5,5,909,625214795,39766946.61,VICKSBURG W,588.4531352,0.334,19995701.65,5866.89831,628,263,23,1524232.04,4002969.45,3086.5276,2291.908,625214.795,91.1126195,28461302.23,4147.668643,33556141.04,4890.140052,76038322,11081,39766946,5795,Rural,128400,45113,4286225,2033155.149,632074,1808.681937
2800185,618,W. BOLIVAR CONS,938,9802712.168,10450.65263,7556328.29,2246383.878,2755138.68,2246383.878,1.667114371,6648896,7088.375267,8055.78709,8319940.29,8869.872377,0,62,63,63,78,52,74,84,63,75,103,67,59,74,938,0.5904,276,5,14,0,16,5,5,5,64,5,16,0,29,0,5,163,98397810,4263046.94,W. BOLIVAR,562.6488598,0.508,4751804.68,826.616667,109,45,10,218315.09,693971.2,553.7952,476.504,98397.81,104.9017164,5564801.61,5932.624318,6073556.412,6475.006836,10907088,11628,4263046,4544,Rural,60800,23709,660280,271866.5775,178822,2394.865542
2804650,6812,W. TALLAHATCHIE,513,5714240.976,11138.8713,4403534.91,1310706.066,2144998.688,1310706.066,1.846357689,3925194,7651.450292,8583.888713,4854466.91,9462.89846,5,26,37,46,39,25,39,39,36,49,54,50,29,37,513,0.4446,149,0,5,0,5,0,5,5,18,5,14,0,30,0,5,79,76607096,2443868.48,W. TALLAHAT,277.8443218,0.462,2606776.83,489.938889,53,29,10,126688.2,353378.71,228.0798,237.006,76607.096,149.3315712,2709468.222,5281.614468,3543760.844,6907.915876,6367336,12411,2443868,4763,Rural,69000,24367,497033,161950.8416,15745,2554.982584
2804440,7400,WALTHALL COUNTY,1684,14297684.23,8490.311303,11149516.47,3148167.764,3148167.764,3314329.777,4.16963048,9421614,5594.78266,6620.853011,12275295.47,7289.367856,17,133,140,116,128,129,116,155,125,140,119,136,111,89,1684,0.3329,630,21,18,0,32,5,0,21,72,5,47,5,54,0,5,263,112434563,5651277.33,WALTHALL CO,403.8727192,0.332,5317377.92,1552.78977,158,96,10,391284.23,963049.24,560.6036,559.088,112434.563,66.76636758,9127127.706,5419.909564,8960965.693,5321.238535,15446460,9172,5651277,3355,Rural,95800,30961,1189013,493745.0124,397528,1869.458292
2804500,8113,WATER VALLEY,1041,8319751.472,7992.076342,6889416.58,1430334.892,1430334.892,2049491.047,7.95318853,5998354,5762.107589,6618.075485,7590707.58,7291.745994,20,78,109,83,73,74,79,73,67,78,74,82,62,64,1041,0.3063,361,12,16,0,18,5,0,5,43,5,25,5,41,0,0,164,51083389,2699399.25,WATER VALLE,130.8908994,0.324,3223381.18,947.589888,102,56,5,237949.43,549669.15,318.8583,337.284,51083.389,49.07145917,6160372.688,5917.745137,5541216.533,5322.974576,8801197,8454,2699399,2593,Town,87000,42193,604291,312500.6274,179329,1374.000857
2804530,7700,WAYNE COUNTY,2900,25084324.17,8649.766956,20474120.56,4610203.612,4610203.612,6090449.011,3.577575109,17353589,5983.996207,7060.041572,22557218.56,7778.351228,0,263,241,232,215,208,199,243,215,203,252,235,181,162,2900,0.435,955,62,22,0,54,29,5,5,237,18,97,0,163,0,5,638,164650129,7796670.5,WAYNE COUNT,810.6049243,0.317,16482650.55,2654.66192,454,158,23,665229.93,1684261.63,1261.5,919.3,164650.129,56.77590655,17947014.95,6188.625844,16466769.55,5678.196396,25921299,8938,7796670,2688,Town,85800,37706,2674018,833432.5661,551503,1589.725383
2804560,7800,WEBSTER COUNTY,1739,13644530.03,7846.193231,11469520.1,2175009.928,2175009.928,3408442.227,4.129660877,10287189,5915.577343,6595.468718,12623860.1,7259.264002,40,132,149,117,113,121,125,123,112,132,147,139,142,92,1739,0.2219,669,11,20,0,58,5,5,17,118,5,33,5,68,0,5,336,77678926,4015421.15,WEBSTER COU,421.0999527,0.239,4977047.02,1492.00559,244,85,10,391284.23,1034552.87,385.8841,415.621,77678.926,44.6687326,10448850.17,6008.539489,9215417.873,5299.262722,14059104,8084,4015421,2309,Rural,84000,45730,1355347,513915.6979,353648,1250.724513
2804590,3112,WEST JASPER,1411,11627792.26,8240.816624,8963103.95,2664688.307,3243860.676,2664688.307,4.079538322,7552672,5352.708717,6352.30613,9869215.95,6994.48331,40,118,104,97,96,111,96,102,98,121,117,91,96,102,1411,0.3182,383,15,15,0,24,5,0,17,57,5,39,0,141,5,5,304,115852167,5335260.85,WEST JASPER,345.872471,0.241,3560080.1,1234.84358,222,76,15,317187.99,762010.96,448.9802,340.051,115852.167,82.10642594,6625355.274,4695.503383,7204527.643,5105.972816,13219165,9368,5335260,3781,Rural,83900,39537,1301474,385583.5604,102635,1888.510494
2800191,1321,WEST POINT CONS,2609,20734836.82,7947.426913,15985432.47,4749404.347,6134930.704,4749404.347,6.36316805,13996944,5364.869299,6127.034293,17590386.47,6742.194891,62,189,206,189,159,151,184,172,180,241,218,242,183,166,2609,0.4168,866,12,40,0,28,34,5,18,89,12,83,5,120,5,0,427,219104668,9719600.08,WEST POINT,410.0158882,0.314,12580623.9,2301.40556,237,185,17,592302.41,1428737.06,1087.4312,819.226,219104.668,83.98032503,11455455.77,4390.74579,12840982.12,4921.80227,23683993,9077,9719600,3725,Town,89900,31833,2071057,798645.8311,381618,1820.392621
2804680,7613,WESTERN LINE,1632,12650869.55,7751.7583,9756432.65,2894436.896,5024405.372,2894436.896,4.582993156,8168065,5004.941789,5978.206281,10720136.65,6568.711183,67,113,125,89,105,120,124,124,142,129,126,143,114,86,1632,0.4448,560,0,11,0,24,5,5,5,71,5,19,5,91,5,5,234,179443049,8961731.27,WESTERN LIN,356.0991571,0.286,7532207.86,1428.52514,186,50,15,370714.92,1000714.73,725.9136,466.752,179443.049,109.9528487,5695731.278,3490.03142,7825699.755,4795.159163,17346734,10629,8961731,5491,Town,88300,37851,1028892,486436.9876,38899,1773.552019
2804710,7900,WILKINSON COUNTY,891,7551682.42,8475.513378,5824372.85,1727309.57,1917044.864,1727309.57,1.314133621,5232876,5873.037037,6536.894332,6397442.85,7180.070539,16,59,58,71,55,45,76,74,51,95,85,73,47,49,891,0.4677,338,5,5,0,14,0,5,27,37,0,12,0,44,0,0,138,68465888,2720037.8,WILKINSON C,678.0132442,0.362,3755479.77,870.443243,95,49,0,202888.12,635310.73,416.7207,322.542,68465.888,76.84162514,4480397.986,5028.505035,4670133.28,5241.451493,7706211,8648,2720037,3052,Rural,70300,27313,726936,297007.4359,233847,1938.619045
2800196,4911,WINONA-MONTG CONS,1144,9545634.842,8344.0864,7523309.25,2022325.592,2022325.592,2235580.358,2.811331281,6549279,5724.894231,6576.319274,8279927.25,7237.698645,16,100,92,79,85,80,84,71,75,105,89,101,56,75,1144,0.4336,317,0,21,0,17,5,5,16,62,5,29,5,52,5,5,212,72225914,3512742.77,WINONA-MONT,406.9246509,0.313,6588468.59,1034.85556,131,81,15,261791.12,678335.13,496.0384,358.072,72225.914,63.13454021,6257601.658,5469.931519,6044346.893,5283.520011,10095925,8825,3512742,3070,Town,84800,39840,928138,343779.6895,270631,1767.767126
2804770,8220,YAZOO CITY,2029,15391855.19,7585.931585,13749087.71,1642767.476,1642767.476,4092374.262,201.2295812,12508965,6165.088714,6776.287684,15156941.71,7470.153627,20,120,148,134,193,100,171,210,108,167,173,170,165,105,2029,0.6393,650,0,22,0,20,5,0,28,40,5,33,0,111,5,0,273,58670267,2952057.44,YAZOO CITY,10.0830106,0.439,7187346.48,1909.6,171,88,10,463043.04,1036587.67,1297.1397,890.731,58670.267,28.91585362,13514174.23,6660.509726,11064567.45,5453.212148,15201514,7492,2952057,1454,Town,70900,24688,1386466,620909.119,251512,809.6439014
2804800,8200,YAZOO COUNTY,1320,10965946.97,8307.535581,8453993.47,2511953.497,6535404.344,2511953.497,1.447163124,6995746,5299.807576,6404.540508,9303531.47,7048.129902,55,97,79,73,97,73,90,96,92,102,112,126,91,111,1320,0.4028,276,13,15,0,11,18,0,15,58,14,32,5,55,0,0,219,233407298,7529716.78,YAZOO COUNT,912.1293778,0.285,5294693.25,1151.67975,124,85,14,291943.85,770391.62,531.696,376.2,233407.298,176.8237106,2768127.126,2097.066005,6791577.973,5145.134828,14921374,11304,7529716,5704,Rural,109300,42070,1024058,400492.289,47938,1902.995073
