dist_id,district,model_1_diff_total,model_1_diff_pp,total_sped_funding,ed_funding,ed_pp_diff,model_1_state_local_total,model_1_state_local_pp,model_1_total_funding,model_1_pp_funding,model_1_local_share_total,geoid,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,base_funding,gifted_enroll,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,ell_funding,gifted_funding,model_1_local_mills_total,model_1_local_pct_total,model_1_local_share_pp,model_1_state_share,model_1_state_share_pp,model_1_local_diff_total,current_local_pp,model_1_local_diff_pp,model_1_state_diff_total,sped_pp_funding,sped_model_1_pp,sped_pp_diff,at_risk_pp_funding,ed_model_1_pp
4420,COLUMBUS,2410113.669999998,779.9720614886719,2943000,2029388.4,644.6073509376598,30787992.163999997,9963.751509385113,23612738.4,7641.662912621358,6158857.2360000005,2801200,21202624.73,6861.6908511326865,16296779,4905845.73,6158857.2360000005,4905845.73,3090,46.88638155601814,16151073,5226.884466019417,5274.038511326861,18169799,5880.193851132686,95,255,260,250,248,212,191,221,186,250,265,248,193,172,0.5473,1104,45,69,0,61,33,5,31,91,5,109,5,98,5,5,506,219959187,13334111.09,COLUMBUS,65.90399807901962,0.32899999999999996,13193710.86,2717.00049,250,252,15,1691.157,1016.61,219959.187,71.18420291262136,12010941.764,3887.036169579288,13263953.27,4292.541511326861,29630890,9589,13334111,4315,Town,127200,40362,2375056,939256.16621032,337991,1587.6523398058257,18540000,154.5,900000,1890000,153000,54000,46350,6158857.2360000005,6375439.368,1993.157681553398,17453881.163999997,5648.50523106796,-7175253.853999999,4315.246307443365,-2322.0886258899673,-715917.8360000029,4593.918762088975,5692.456479690522,1098.5377176015472,555.3926490623402,1200
1500,COPIAH COUNTY,318992.86799999885,144.66796734693798,1843200,1041465.6000000001,425.9664800504213,17529536.868,7949.903341496599,16271340.6,7379.292789115646,3683614.732,2801220,15952347.732,7234.624821768708,12268733,3683614.732,3683614.732,3693276.54,2205,4.93409564785735,12820619,5814.339682539682,5564.051247165533,13678802,6203.538321995465,0,163,174,145,151,130,165,171,162,186,197,202,164,163,0.3936,556,103,24,0,24,5,5,21,86,12,58,5,108,0,5,350,131557669,4941811.16,COPIAH COUN,446.89040451770114,0.247,6866971.38,2136.74843,218,118,17,867.888,544.635,131557.669,59.66334195011338,9995187.268,4532.96474739229,9985525.46,4528.58297505669,17210544,7805,4941811,2241,Rural,99400,46493,1483727,671774.403562,137076,1670.5735746031746,13230000,110.25,784800,885000,173400,123600,33075,3683614.732,4393261.962,1670.5735746031746,12587725.868,5708.719214512472,-1258196.4280000003,2241.184199546485,-570.6106249433105,-1091076.1319999993,4203.192634560906,5221.529745042493,1018.3371104815869,774.0335199495787,1200
0220,CORINTH,2262540.3720000014,908.6507518072294,1661400,968709.5999999999,294.31986559479117,21456394.372,8617.025852208835,17884659.6,7182.59421686747,3130460.228,2801260,15622119.228,6273.943465060241,12491659,3130460.228,3130460.228,3760384.23,2490,81.66326476738158,12920052,5188.775903614458,5016.730522088354,13927349,5593.3128514056225,119,187,193,200,188,182,204,187,174,154,193,176,132,141,0.3242,965,231,35,0,32,5,0,18,98,5,33,5,89,5,5,318,111802151,6702195.74,CORINTH,30.4910660514588,0.27,5945567.09,2147.51111,219,96,15,807.2579999999999,672.3000000000001,111802.151,44.900462248995986,10796888.772,4336.0999084337345,10166964.77,4083.118381526104,19193854,7708,6702195,2691,Town,123400,38646,1309748,731117.53393968,149433,1257.2129429718875,14940000,124.5,788400,720000,153000,277200,37350,3130460.228,4828858.092000001,1257.2129429718875,14754199.372000001,5925.381273895583,-3571735.512,2691.6448755020083,-1434.4319325301208,826850.3720000014,3968.9333333333334,5034.545454545455,1065.6121212121216,905.6801344052088,1200
1600,COVINGTON COUNTY,797701.879999999,305.75004982751943,2761500,1200974.8800000001,439.0987021284308,24701102.212399997,9467.651288769643,19728809.88,7561.82824070525,5326778.6676,2801290,18931108,7256.078190877731,14550844,4380264,8160987.716,4380264,2609,6.305562967360604,14578892,5587.923342276735,5577.172863165964,16223200,6218.167880413952,0,241,209,188,195,178,177,208,192,226,229,216,179,103,0.3836,559,61,34,0,65,5,5,36,167,5,51,0,248,0,0,618,291463847,10299071.680000002,COVINGTON C,413.7616281852912,0.28600000000000003,11599438.1,2312.99991,480,131,5,1000.8124,746.1740000000001,291463.847,111.7147746262936,8062212.284,3090.154190877731,11842936,4539.262552702185,24849915,9524,10299071,3947,Rural,77100,38178,2930320,761519.45408596,323221,1678.9053277117669,15654000,130.45000000000002,1728000,982500,51000,73200,39135.00000000001,8160987.716,5326778.6676,2041.693624990418,14402031.212399999,5520.134615714833,-4972293.012400001,3947.51693369107,-1905.823308700652,-1821168.7876000013,4757.012987012987,4482.954545454545,-274.0584415584417,760.9012978715692,1200
1700,DESOTO COUNTY,14894312.280000001,425.5153066879984,29389500,7413635.399999999,-430.9926472984307,311770196.63199997,8906.956450361396,249226580.4,7120.149141502157,58630668.768,2801320,234332268.12,6694.633834814159,180112662,54219606.120000005,58630668.768,54219606.120000005,35003,73.49241433175584,181119369,5174.395594663315,5145.635002714053,200813356,5737.032711481873,5,2388,2584,2490,2574,2485,2564,2684,2736,2877,3092,2794,2597,2437,0.1765,7346,1567,749,5,794,292,66,161,598,110,1131,24,1347,13,5,5297,2093952456,121174285.74,DESOTO COUN,476.28044769343376,0.127,51394776.14,30014.9157,2739,2423,133,6178.0295,4445.381,2093952.456,59.82208542124961,142182687.232,4062.014319686884,146593749.88,4188.033879381767,301286947,8607,121174285,3461,Suburb,168500,67038,25877680,10076320.6892928,1562060,1548.9988321001058,210018000,1750.15,9860400,18172500,1356600,1880400,525045,58630668.768,67291176.708,1675.018391794989,190595911.632,5445.1307497071675,-62543616.971999995,3461.8257217952746,-1786.8073300002857,-10217444.368,4887.191690273843,5550.42492917847,663.2332389046269,1630.9926472984307,1200
6811,E. TALLAHATCHIE,-24770.25,-29.038980070340585,573000,412817.88,430.9677495571268,7152332.82,8384.915381008206,6116612.88,7170.7067760844075,1551309.0599999998,2801410,6141383.13,7199.745756154748,4720395,1420988.13,1551309.0599999998,1420988.13,853,2.320099544837993,4785661,5610.388042203986,5533.874560375147,5262919,6169.893317702227,20,59,60,50,72,40,57,79,55,79,94,70,51,60,0.4033,320,0,5,0,5,5,0,5,24,0,16,5,41,5,0,107,55403895,2587029.16,E. TALLAHAT,367.6566386549431,0.431,4882824.79,770.616667,70,36,5,344.0149,367.643,55403.895,64.95181125439625,3711609.94,4351.242602579133,3841930.87,4504.022121922626,7307424,8566,2587029,3032,Town,65600,31982,647247,264558.55273288,59279,1665.8711957796015,5118000,42.650000000000006,252000,270000,51000,0,12795.000000000002,1551309.0599999998,1651485.4776,1818.6507151230946,4565303.82,5352.056060961313,-1035720.1000000003,3032.859507620164,-1214.2087924970695,-697615.1799999997,5831.054054054054,5162.1621621621625,-668.8918918918916,769.0322504428732,1200
3111,EAST JASPER,-43442.270000000484,-57.539430463577446,709800,336850.8,377.29483677944063,9891768.333999999,13101.67991258278,5593975.8,7409.239470198675,1510373.466,2801380,5637418.07,7466.7789006622525,4333037,1304381.07,2451217.468,1304381.07,755,2.2854885570485277,3672371,4864.067549668875,5739.121854304636,4831041,6398.729801324504,5,59,47,55,65,39,58,50,59,56,62,64,54,64,0.3718,212,5,5,0,5,5,5,25,5,5,20,0,48,0,0,116,87543481,5808166.72,EAST JASPER,330.34512365925144,0.297,3508970.12,682.879915,58,60,5,280.709,224.235,87543.481,115.95163046357617,2379823.532,3152.084148344371,3526659.9299999997,4671.072754966887,10141203,13432,5808166,7692,Rural,75100,31824,639301,230940.74366248,43920,1727.657046357616,4530000,37.75,208800,450000,51000,6000,11325,2451217.468,1510373.466,2000.4946569536423,4083602.334,5408.744813245033,-4297793.254,7692.936052980132,-5692.44139602649,-747438.6660000002,5197.569105691057,5770.731707317073,573.1626016260161,822.7051632205594,1200
1211,ENTERPRISE,219817.9299999997,230.17584293193613,935400,143250,-1084.7641424475814,8728895.743999999,9140.204967539266,6822975,7144.476439790576,1784787.256,2801440,6603157.07,6914.300596858639,5075324,1527833.07,1784787.256,1527833.07,955,5.296080283810711,4969352,5203.509947643979,5314.475392670157,5658641,5925.278534031414,54,75,53,69,63,71,66,64,62,69,76,72,75,69,0.125,291,0,17,0,5,5,0,5,37,5,53,0,37,0,0,164,63742402,3690708.5,ENTERPRISE,180.32203985262188,0.145,1824087.87,798.201117,79,80,5,119.375,138.475,63742.402,66.74597068062828,3873853.744,4056.3913549738218,4130807.93,4325.4533298429315,8766032,9179,3690708,3864,Rural,109200,62896,680199,272743.71950468,123212,1599.8252041884818,5730000,47.75,284400,600000,51000,0,14325,1784787.256,1842203.2500000002,1868.8871790575918,5038187.744,5275.589260732984,-1905921.244,3864.6162303664923,-1995.7290513089006,-620453.256,4147.554878048781,5703.658536585366,1556.1036585365855,2284.7641424475814,1200
6220,FOREST SEPARATE,1291950.4700000007,785.3802249240116,1221300,523110,90.83264844888458,15337417.896,9323.65829544073,12251085,7447.468085106383,2666880.104,2801470,10959134.53,6662.0878601823715,8423419,2535715.5300000003,2666880.104,2535715.5300000003,1645,18.332709151893855,8395131,5103.423100303951,5120.619452887538,9391539,5709.142249240122,0,152,125,162,149,107,110,125,97,130,146,123,99,92,0.265,182,510,16,0,37,5,5,12,71,5,16,5,80,0,5,243,95245718,5753213.69,FOREST SEPA,89.73032770936987,0.282,4835253.22,1487.47486,188,59,10,435.925,463.88999999999993,95245.718,57.90013252279635,6724658.896,4087.938538601823,6855823.47,4167.673841945289,14176632,8618,5753213,3497,Town,71100,31197,1013349,483513.77772492,26415,1541.468407294833,9870000,82.25,676800,442500,102000,612000,24675,2666880.104,3307792.95,1621.2037106382977,9584204.896,5826.2643744680845,-3086333.5860000006,3497.3943404255324,-1876.1906297872347,192665.89599999972,3942.9922178988327,4752.140077821012,809.1478599221791,1109.1673515511154,1200
1800,FORREST COUNTY,932767.0700000003,438.12450446218827,2074500,867610.0800000001,326.65878753618904,20721647.9084,9733.04270004697,15869245.08,7453.849262564584,4284696.1716,2801490,14936478.01,7015.724758102396,11480488,3455990.01,5323374.588,3455990.01,2129,6.099294674878881,11758426,5522.980742132457,5392.432127759512,12799963,6012.1949271958665,57,212,221,188,188,196,164,225,198,209,72,61,47,45,0.3396,575,101,28,0,40,14,5,5,142,5,74,5,93,0,5,418,190120521,9137099.36,FORREST COU,349.05675385199805,0.252,9825275.76,1940.25,275,131,10,723.0084,536.508,190120.521,89.30038562705496,7476588.412,3511.7841296383276,9343972.99,4388.9022968529825,20617587,9684,9137099,4291,Rural,110900,39531,1873962,631433.0326775201,233371,1623.2926303428842,12774000,106.45,990000,982500,102000,121200,31935,5323374.588,4284696.1716,2012.5393008924377,11584548.9084,5441.3099616721465,-4852403.188399999,4291.732907468295,-2279.1936065758573,-1215414.0916000009,4504.716346153846,4986.778846153846,482.0625,873.341212463811,1200
1900,FRANKLIN COUNTY,-260368.75200000033,-215.00309826589637,1438500,373908.3599999999,80.7422360880937,10586905.248,8742.28344178365,9096573.36,7511.6212716763,1952279.112,2801530,9356942.112,7726.624369942197,7404663,1952279.112,1952279.112,2229037.6500000004,1211,2.1475970546666097,7162297,5914.365813377374,6114.50289017341,8255695,6817.254335260116,41,83,88,84,77,79,74,79,100,103,101,122,100,63,0.2573,301,0,14,0,27,18,5,5,55,5,40,5,108,0,5,275,69724254,3442611.43,FRANKLIN CO,563.8860406185433,0.314,5208620.27,1086.38889,190,87,10,311.59029999999996,380.254,69724.254,57.5757671345995,6303415.888,5205.13285549133,6026657.35,4976.595664739884,10847274,8957,3442611,2842,Rural,76600,40219,1232123,348749.86243464,275179,1612.121479768786,7266000,60.550000000000004,684000,652500,102000,0,18165,1952279.112,2456074.8072,1612.121479768786,7144294.248,5899.499791907514,-1490332.3180000002,2842.784004954583,-1230.662525185797,-1111400.7520000003,4293.11149825784,5012.195121951219,719.0836236933792,1119.2577639119063,1200
2000,GEORGE COUNTY,1981455.120000001,475.7395246098449,3475500,1204018.2,10.399891723403925,34380603.12,8254.646607442977,29797993.2,7154.380120048019,5361842.08,2801560,27816538.08,6678.640595438174,22454696,5361842.08,5361842.08,6759573.390000001,4165,8.701916152125772,22230598,5337.478511404562,5391.283553421368,25035457,6010.914045618248,123,314,334,328,303,299,292,318,334,312,297,255,273,254,0.2409,1368,55,54,0,72,13,12,32,125,5,99,5,278,5,5,697,191494360,9944452.61,GEORGE COUN,478.63021513744894,0.201,14084643.9,3607.17978,475,215,15,1003.3485,837.1650000000001,191494.36,45.977037214885954,19673614.92,4723.557003601441,18275883.61,4387.96725330132,32399148,7778,9944452,2387,Rural,110800,47292,2616531,1193583.48423916,534023,1287.3570420168066,24990000,208.25,1710000,1612500,153000,66000,62475,5361842.08,8045458.164,1287.3570420168066,24436151.119999997,5867.023078031212,-4582610.529999999,2387.623675870348,-1100.2666338535414,-599305.8800000027,3711.391489361702,4929.787234042553,1218.3957446808508,1189.600108276596,1200
2100,GREENE COUNTY,-746688.2400000002,-455.2977073170732,1148100,510696,60.43662135758268,15052106.08,9178.113463414635,11529396,7030.119512195122,3112936.9200000004,2801590,12276084.24,7485.4172195121955,9435654,2840430.24,3571711.892,2840430.24,1640,2.3013007668174144,9199826,5609.65,5753.44756097561,10520112,6414.7024390243905,0,149,149,134,106,124,147,121,129,131,157,103,83,90,0.2595,763,5,22,0,15,5,5,5,59,5,30,0,77,5,0,230,127561139,6635647.57,GREENE COUN,712.6404438947105,0.234,6685145.14,1503.28556,151,67,10,425.58,383.76,127561.139,77.78118231707317,6948400.108,4236.829334146341,7679681.76,4682.732780487805,16071301,9799,6635647,4046,Rural,77700,49677,1159160,484975.38268264,433484,1731.9696585365857,9840000,82,543600,502500,102000,6000,24600,3571711.892,3112936.9200000004,1898.1322682926832,8416459.08,5131.987243902439,-3522710.65,4046.126567073171,-2147.994298780488,-2103652.92,5084.035087719299,5035.526315789473,-48.50877192982534,1139.5633786424173,1200
7620,GREENVILLE,1136455.6799999997,320.8514059853187,1800000,2671801.4400000004,718.4077163155359,32065494.68,9052.934692264258,25792531.44,7281.911756070017,5402506.760000001,2801620,24656075.76,6961.060350084698,19253569,5402506.760000001,5402506.760000001,5795933.130000001,3542,94.38547615181574,18699214,5279.281197063806,5435.790231507623,21466419,6060.536137775268,110,250,289,315,303,271,287,261,285,247,294,198,198,163,0.6286,984,13,17,0,59,5,5,32,68,5,14,5,168,5,5,388,192946670,11675470.27,GREENVILLE,37.52696012575936,0.4270000000000001,16480297.61,3148.30556,295,78,15,2226.5012,1512.4340000000002,192946.67,54.473932806324115,16063912.239999998,4535.266019198192,15670485.87,4424.191380575946,30929039,8732,11675470,3296,Town,73000,26150,1973598,1072265.7975342,421923,1525.2701185770752,21252000,177.10000000000002,1062000,585000,153000,15600,53130.00000000001,5402506.760000001,6963983.4888,1525.2701185770752,20390024.68,5756.641637492942,-6272963.509999999,3296.293130999435,-1771.02301242236,-1076394.3200000003,5086.592783505154,4639.1752577319585,-447.41752577319585,481.5922836844641,1200
4211,GREENWOOD-LEFLORE CONS,3006020.289999999,745.9107419354841,2576700,2843084.4,709.1715665911853,33950599.112,8424.4662808933,29812634.4,7397.676029776675,8049411.288,2800198,26806614.11,6651.765287841191,20604122,6202492.11,8108869.272,6202492.11,4030,6.784593962589694,20329784,5044.6114143920595,5112.685359801489,22972193,5700.296029776675,106,291,355,301,330,215,324,316,212,265,359,335,290,272,0.5879,1232,127,48,0,42,14,5,38,143,5,61,5,132,5,5,495,289602474,12187376.13,GREENWOOD-L,593.9928052027067,0.473,16341008.19,3518.66111,317,171,15,2369.237,1906.19,289602.474,71.86165607940447,14863323.728,3688.16965955335,16769700.89,4161.216101736973,32791498,8136,12187376,3024,NA,NA,NA,2360351,1162888.8850842,371679,1539.0799280397025,24180000,201.5,1141200,1282500,153000,152400,60450,8108869.272,8049411.288,1997.3725280397023,21763223.112,5400.303501736973,-4137964.842000001,3024.1628114143923,-1026.79028337469,-1208969.8880000003,4692.546719681908,5122.664015904573,430.11729622266466,490.8284334088147,1200
2220,GRENADA,1359362.289999999,351.80183488612784,4261200,1386866.8800000001,237.3050972607956,31815465.568,8233.81614078675,28896026.88,7478.267826086956,6652979.312,2801680,27536664.59,7126.465991200828,21165254,6371410.590000001,6652979.312,6371410.590000001,3864,9.15500837734796,22643366,5860.084368530021,5477.550207039338,23597817,6107.09549689441,152,346,334,279,271,252,266,250,281,288,280,258,245,253,0.2991,1144,5,156,0,72,21,5,39,89,23,184,5,75,5,5,675,237606404,9572418.34,GRENADA,422.0640594453864,0.344,15370924.91,3285.71111,236,410,33,1155.7224,1329.216,237606.404,61.492340579710145,16944837.688,4385.3099606625265,17226406.41,4458.179712732919,30737672,7954,9572418,2477,Town,105000,40122,3357478,1112608.06346152,380913,1648.9157841614908,23184000,193.20000000000002,849600,3075000,336600,6000,57960.00000000001,6652979.312,7801927.2576,1721.785536231884,22243047.568,5756.482289855073,-2919439.028,2477.333938923395,-755.5484026915112,-1354769.432,4944.739322533137,6275.699558173785,1330.9602356406476,962.6949027392044,1200
2421,GULFPORT,3637980.589999996,595.1219679371825,5292600,3268743.36,518.6361745924966,65064427.532,10643.61647832488,45715038.36,7478.3311565516115,12165904.828000002,2801710,42077057.77,6883.209188614429,32341303,9735754.77,12165904.828000002,9735754.77,6113,271.24536213882203,32914005,5384.263863896614,5290.577948634059,36058351,5898.634222149517,81,484,523,498,449,482,456,466,460,485,549,416,360,401,0.4456,1636,320,122,0,112,73,5,37,149,17,150,5,316,5,5,992,434496601,31515294.04,GULFPORT,22.53679086638686,0.32799999999999996,22103133.67,5786.39444,577,392,27,2723.9528,2005.064,434496.601,71.07747439882219,23892446.172,3908.464938982496,26322596.229999997,4306.002982169147,63856597,10446,31515294,5155,City,135900,36464,4718089,1856002.90003748,560025,1592.63123998037,36678000,305.65000000000003,2077200,2940000,275400,384000,91695.00000000001,12165904.828000002,12343060.3572,1990.1692831670214,33549133.531999998,5488.16187338459,-19349389.211999997,5155.454611483723,-3165.2853283167015,-2509217.468000002,4737.037148594378,5313.855421686747,576.818273092369,681.3638254075034,1200
2300,HANCOCK COUNTY,297092.6000000015,73.17551724137957,3716100,1143945.6,-67.7094569794649,40723374.288,10030.387755665026,29280945.6,7212.055566502463,7905855.312000001,2801740,28983853,7138.8800492610835,22277593,6706260,12012236.936,6706260,4060,10.288330364717131,22007459,5420.556403940886,5487.091871921182,24838000,6117.7339901477835,5,296,342,338,316,302,289,295,319,344,337,314,293,241,0.2348,1309,0,91,0,75,44,5,29,150,12,67,5,257,0,5,736,429008462,19348284.81,HANCOCK COU,394.62185369974026,0.211,10670942.95,3713.07263,482,241,17,953.288,856.6600000000001,429008.462,105.66710886699508,12825763.064,3159.054941871921,18131740,4465.945812807881,41625877,10252,19348284,4765,Rural,135900,53182,3003329,1208492.21282504,628698,1651.7881773399015,24360000,203,1735200,1807500,173400,0,60900,12012236.936,7905855.312000001,1947.2550029556653,21375090.288000003,5264.800563546799,-11442429.497999998,4765.587391625615,-2818.33238866995,-3462909.7119999975,4058.552702702703,5021.756756756757,963.2040540540538,1267.709456979465,1200
2400,HARRISON COUNTY,8646307.620000005,602.3202800417976,12166500,6001538.4,363.09855611787543,133407113.282,9293.424819366075,105262163.4,7332.7874190177645,28420784.118000004,2801770,96615855.78,6730.467138975967,74260959,22354896.78,30333828.196,22354896.78,14355,31.394760263462175,73342961,5109.227516544758,5173.177220480668,82795914,5767.740438871473,0,1047,1232,1180,1070,1093,1091,1141,1155,1253,1296,1087,832,784,0.3484,3413,624,256,5,294,104,24,77,579,40,486,22,332,5,5,2228,1083351007,56565734.38,HARRISON CO,457.24190532222747,0.226,30180940.03,13107.5533,1205,969,55,5001.282,3244.23,1083351.007,75.46854803204458,52462085.804000005,3654.6210939742255,60441017.22,4210.4505203761755,130826693,9113,56565734,3940,Rural,147400,51499,9073970,4185580.12706168,966721,1557.2899184952978,86130000,717.75,4338000,7267500,561000,748800,215325,30333828.196,28420784.118000004,1979.8526031347965,76841379.282,5352.934815882968,-28144950.262,3940.49002995472,-1960.6374268199233,-5954534.717999995,4070.8703454463885,5458.2772543741585,1387.40690892777,836.9014438821246,1200
1820,HATTIESBURG,3131296.4700000025,853.912317971095,2834400,2375335.92,663.7642157885745,43723137.8716,11923.408200599946,27509140.92,7501.810995364059,7427468.048400001,2801800,24377844.45,6647.898677392964,18737319,5640525.45,10077916.016,5640525.45,3667,151.6861202731426,18204749,4964.4802290700845,5109.713389691846,20890835,5696.982547041178,96,357,347,305,275,269,209,275,237,269,259,256,235,182,0.5398,1463,202,65,0,62,14,5,37,110,19,92,5,79,5,5,483,359925572,23641465.01,HATTIESBURG,24.174921168771405,0.33899999999999997,16408732.55,3235.37222,251,218,29,1979.4466,1243.1129999999998,359925.572,98.15259667302972,10812918.984,2948.7098401963462,15250309.55,4158.79725934006,42378784,11556,23641465,6447,City,106900,33639,2403680,1061450.09985564,680291,1538.1852877011181,22002000,183.35000000000002,903600,1635000,295800,242400,55005.00000000001,10077916.015999999,7427468.048400001,2025.4889687482957,20081672.871600002,5476.322026615763,-16213996.961600002,6447.086176711208,-4421.597207962913,-809162.128399998,4826.666666666667,5691.566265060241,864.8995983935738,536.2357842114255,1200
1520,HAZLEHURST,1109913.5700000003,811.340328947369,706200,840827.5199999999,610.4917917149048,12698853.6896,9282.787784795322,9939947.52,7266.04350877193,2683785.8304,2801830,8830033.95,6454.703179824561,6786948,2043085.95,3159608.676,2043085.95,1368,4.141842971712477,6715514,4909.001461988304,4961.2192982456145,7566985,5531.421783625731,39,101,98,89,125,83,97,123,66,131,105,116,90,84,0.5122,524,137,5,0,5,5,5,14,5,5,24,5,37,5,0,107,112843167,5442692.68,HAZLEHURST,330.28775097052744,0.317,4178602.9,1174.90906,47,58,10,700.6895999999999,433.656,112843.167,82.4876951754386,4407376.324,3221.7663187134503,5523899.05,4037.937902046784,12229640,8939,5442692,3978,Town,89900,37137,661335,413062.27066,132461,1493.4838815789476,8208000,68.4,169200,435000,102000,164400,20520,3159608.676,2683785.8304,1961.831747368421,7256161.6896,5304.211761403509,-2758906.8496,3978.576520467836,-2016.744773099415,-310823.31039999984,5750.739130434783,6140.869565217391,390.13043478260806,589.5082082850952,1200
2500,HINDS COUNTY,1587109.5299999975,319.4664915458925,3294000,1798614.7200000002,197.51145566894957,53997875.345599994,10869.137549436391,35063934.72,7057.957874396135,9467262.374400001,2801860,33476825.19,6738.491382850242,25730985,7745840.19,12272488.312,7745840.19,4968,7.8649570458118365,25479863,5128.796900161031,5179.344806763285,28688297,5774.6169484702095,86,329,320,326,362,309,380,399,367,391,452,434,352,399,0.3017,1212,74,50,0,56,19,5,42,112,16,101,5,225,5,0,631,438303154,28401203.2,HINDS COUNT,631.6626996259956,0.204,10854508.62,4539.08777,393,222,21,1498.8456,1013.472,438303.154,88.22527254428341,16415808.688,3304.309317230274,20942456.81,4215.470372383253,54132188,10896,28401203,5716,Rural,149700,60334,2923802,1502575.543721,0,1559.1465760869569,29808000,248.4,1414800,1665000,214200,88800,74520,12272488.311999999,9467262.374400001,1905.6486260869567,25596672.345599998,5152.309248309179,-18933940.8256,5716.828341384863,-3811.179715297906,-3091624.654400002,4597.172955974843,5179.245283018868,582.0723270440249,1002.4885443310504,1200
7611,HOLLANDALE,-14210.184000000358,-25.930992700731622,429600,480902.88,817.7659527205326,5118501.816,9340.331781021898,4206722.88,7676.501605839416,940682.064,2801890,4220933.064,7702.432598540147,3280251,940682.064,940682.064,987459.12,548,2.8730051809394253,3244025,5919.753649635037,5985.859489051095,3657256,6673.824817518248,40,33,29,32,45,49,36,30,46,47,47,35,37,32,0.7313,20,0,5,0,5,5,0,5,23,0,11,0,23,0,5,83,33595788,1852461.6,HOLLANDALE,190.74104134431565,0.366,4336243.53,486.931409,51,26,5,400.7524,200.568,33595.788,61.306182481751826,2716573.936,4957.251708029196,2669796.88,4871.892116788321,5132712,9366,1852461,3380,Rural,67300,32604,335956,153181.21180896,0,1716.5731094890511,3288000,27.400000000000002,183600,195000,51000,0,8220,940682.064,1135815.1776,1716.5731094890511,3266040.8159999996,5959.928496350364,-911779.5360000001,3380.404379562044,-1663.831270072993,-391215.18400000036,4097.024390243902,5239.024390243902,1142,382.23404727946735,1200
4720,HOLLY SPRINGS,391218.58999999985,381.6766731707312,975300,528900,486.3376169100851,10851792.75,10587.11487804878,7695975,7508.268292682927,2077913.2500000002,2801950,7304756.41,7126.591619512195,5614588,1690168.41,2606961.5039999997,1690168.41,1025,5.711054768038826,5870114,5726.940487804878,5477.646829268293,6259883,6107.202926829268,17,75,87,90,88,68,73,85,63,71,96,86,72,43,0.43,342,22,15,0,23,5,5,5,65,5,25,0,40,0,5,191,93105768,5233731.99,HOLLY SPRIN,179.47647879972698,0.32899999999999996,4063947.91,930.405556,128,55,10,440.75,337.22499999999997,93105.768,90.83489560975607,3652921.496,3563.825849756098,4569714.59,4458.258136585366,10848319,10583,5233731,5106,Town,88900,36744,977384,314546.69534688,162627,1648.9447902439026,6150000,51.25,460800,412500,102000,26400,15375,2606961.5039999997,2077913.2500000002,2027.2324390243905,5618061.75,5481.035853658536,-3155818.74,5106.079990243903,-3078.8475512195128,-641821.25,5064.165803108808,5053.367875647668,-10.797927461139807,713.6623830899149,1200
2611,HOLMES CONSOL,1307751.3839999996,514.0532169811322,1593000,1727274.24,691.8634452126005,21689254.383999996,8525.650308176098,18628434.24,7322.497735849056,3548827.856,2800195,17320682.856,6808.444518867924,13771855,3548827.856,3548827.856,4145763.87,2544,3.362543650442076,13537544,5321.361635220126,5413.465015723271,15354681,6035.645047169812,101,188,176,170,203,134,161,223,174,202,213,220,188,182,0.5658,878,5,5,0,29,32,5,24,90,5,32,0,91,0,5,312,126743852,6609648.9,HOLMES CONS,756.5701042023762,0.433,20286509.1,2157.23261,210,98,10,1439.3952,1101.552,126743.852,49.820696540880505,11805853.144,4640.665544025157,11208917.13,4406.020884433962,20381503,8011,6609648,2598,Rural,60400,21504,1299812,731409.31790552,344157,1394.9795031446542,15264000,127.2,756000,735000,102000,6000,38160,3548827.856,5029677.2447999995,1394.9795031446542,15079606.383999998,5927.518232704401,-3060821.044,2598.132429245283,-1203.152926100629,-275074.61600000225,4087.4591194968552,5009.433962264151,921.9748427672957,508.1365547873996,1200
